name,type_dish,time_eat,ingredients,recipe_steps,recipe_link,name_ingredients
Вівсянка з мандарином та яблуком,Гарнір,Сніданок,"['пластівці вівсяні: 3ст. л.', 'мандарин: 1шт.', 'яблуко: 1шт.', 'мед: 1ст. л.', 'кориця: 4гр.', 'сіль: 4гр.', 'горіхи: 40гр.']","['Крок #1\\\\\\\\\\\\\\\\nРозігріваємо духовку до 180 градусів.', 'Крок #2\\\\\\\\\\\\\\\\nМандарин чистимо від шкірки та плівок, ділимо на дольки. Яблуко нарізаємо на невеликі скибочки.', 'Крок #3\\\\\\\\\\\\\\\\nКладемо підготовані фрукти у невелику форму для запікання, додаємо мед і корицю. Запікаємо до м’якості яблука.', 'Крок #4\\\\\\\\\\\\\\\\nЗмішуємо фрукти з вівсянкою у будь-якому вигляді: підійдуть сирі пластівці, запарена або повністю приготована каша. При бажанні посипаємо сніданок підсмаженими подрібненими горіхами.']",https://harchi.info/recipe/vivsyanka-z-mandarynom-ta-yablukom-2829,"['пластівці вівсяні', 'мандарин', 'яблуко', 'мед', 'кориця', 'сіль', 'горіхи']"
"Хурма, запечена з сиром",Десерт,Сніданок,"['хурма: 4шт.', 'сир домашній: 200гр.', 'родзинки: 80гр.', 'горіхи: 40гр.', 'мед: 40мл.']","['Крок #1\\\\\\\\\\\\\\\\nХурму миємо, зрізаємо шляпку (шляпку не викидаємо, нам вона ще знадобиться).', 'Крок #2\\\\\\\\\\\\\\\\nЛожкою виймаємо м’якоть таким чином, щоб товщина стінок залишилася близько 1 см.', 'Крок #3\\\\\\\\\\\\\\\\nЗмішуємо сир з м’якоттю, додаємо горіхи, родзинки та мед за смаком. Ретельно перемішуємо. Наповнюємо цією масою хурму.', 'Крок #4\\\\\\\\\\\\\\\\nСтавимо у розігріту до 180 градусів духовку на 15 хвилин. Витягаємо, накриваємо хурму зрізаними шляпками та відправляємо назад у духовку хвилин на 10.']",https://harchi.info/recipe/hurma-zapechena-z-syrom-2838,"['хурма', 'сир домашній', 'родзинки', 'горіхи', 'мед']"
Вівсянка з хурмою,Гарнір,Сніданок,"['хурма: 2шт.', 'пластівці вівсяні: 1ст. л.', 'насіння льону: 4ст. л.', 'імбир: 20гр.', 'куркума: 1ч. л.', 'кориця: 1/2ч. л.', 'сіль: 4гр.', 'мед: 1ст. л.', 'молоко кокосове: 1скл.']","['Крок #1\\\\\\\\\\\\\\\\nУ чашу блендера кладемо чищену та нарізану на шматочки хурму, подрібнений корінь імбиру, куркуму, корицю, сіль і мигдалеве молоко. Збиваємо на максимальній потужності.', 'Крок #2\\\\\\\\\\\\\\\\nРозігріваємо масу з хурми, кокосового молока та спецій на середньому вогні.', 'Крок #3\\\\\\\\\\\\\\\\nПотім додаємо вівсяні пластівці та насіння льону і готуємо на мінімальному вогні близько 15 хвилин, постійно помішуючи.']",https://harchi.info/recipe/vivsyanka-z-hurmoyu-2837,"['хурма', 'пластівці вівсяні', 'насіння льону', 'імбир', 'куркума', 'кориця', 'сіль', 'мед', 'молоко кокосове']"
Салат з хурмою та моцарелою,Салат,Сніданок,"['хурма: 1шт.', 'сир моцарела: 1шт.', 'горіхи: 40гр.', 'гранат: 50гр.', 'сіль морська: 4гр.', 'сік лимонний: 2ч. л.', 'олія рослинна: 1ст. л.']","['Крок #1\\\\\\\\\\\\\\\\nХурму миємо, нарізаємо на тонкі кола. Моцарелу нарізаємо довільно. Горіхи подрібнюємо.', 'Крок #2\\\\\\\\\\\\\\\\nВикладаємо у миску хурму, сир, зверху посипаємо горіхами та зернами гранату.', 'Крок #3\\\\\\\\\\\\\\\\nСолимо, додаємо лимонний сік та олію.']",https://harchi.info/recipe/salat-z-hurmoyu-ta-mocareloyu-2836,"['хурма', 'сир моцарела', 'горіхи', 'гранат', 'сіль морська', 'сік лимонний', 'олія рослинна']"
Смузі з хурми,Десерт,Сніданок,"['хурма: 2шт.', 'банан: 1шт.', 'сік мандариновий: 3шт.', 'сік лимонний: 1ч. л.', 'пластівці вівсяні: 2гр.', 'кокосова стружка: 1/2ст. л.', 'насіння гарбузове: 1/3ст. л.', 'кориця: 1ч. л.', 'олія кокосова: 1/4скл.', 'сироп кленовий: 1/4скл.']","['Крок #1\\\\\\\\\\\\\\\\nДуховку розігріваємо до 150 градусів.', 'Крок #2\\\\\\\\\\\\\\\\nЗмішуємо вівсяні пластівці, насіння, стружку та корицю. Окремо змішуємо олію та сироп. Заливаємо солодкою масою суху суміш та ретельно перемішуємо.', 'Крок #3\\\\\\\\\\\\\\\\nЗастеляємо деко пергаментним папером і рівномірно розподіляємо гранолу. Відправляємо у духовку на 10 хвилин і періодично помішуємо.', 'Крок #4\\\\\\\\\\\\\\\\nХурму та банан чистимо, нарізаємо на невеликі шматочки. Збиваємо у блендері разом з соками мандаринів та лимону.', 'Крок #5\\\\\\\\\\\\\\\\nПодаємо смузі з гранолою.']",https://harchi.info/recipe/smuzi-z-hurmy-2835,"['хурма', 'банан', 'сік мандариновий', 'сік лимонний', 'пластівці вівсяні', 'кокосова стружка', 'насіння гарбузове', 'кориця', 'олія кокосова', 'сироп кленовий']"
Фруктовий салат,Салат,Сніданок,"['хурма: 1шт.', 'банан: 1шт.', 'мандарин: 2шт.', 'ківі: 1шт.', 'гранат: 1ст. л.', 'сік лимонний: 2ст. л.', 'мед: 1ст. л.', 'цедра лимона: 1ч. л.']","['Крок #1\\\\\\\\\\\\\\\\nФрукти чистимо від шкірки та плодоніжок, нарізаємо на кубики однакового розміру.', 'Крок #2\\\\\\\\\\\\\\\\nУ невеликій посудині змішуємо до однорідності сік, цедру лимону та мед.', 'Крок #3\\\\\\\\\\\\\\\\nЗ’єднуємо фрукти з заправкою, перемішуємо. Прикрашаємо салат листям свіжої м’яти.']",https://harchi.info/recipe/fruktovyy-salat-2834,"['хурма', 'банан', 'мандарин', 'ківі', 'гранат', 'сік лимонний', 'мед', 'цедра лимона']"
Сирники з хурмою,Десерт,Сніданок,"['хурма: 1шт.', 'сир домашній: 400гр.', 'яйце куряче: 1шт.', 'манна крупа: 50гр.', 'борошно: 2ст. л.', 'цукрова пудра: 25гр.', 'ванільний цукор: 1ч. л.', 'розпушувач тіста: 0,5ч. л.', 'сіль: 4гр.', 'олія рослинна: 10мл.']","['Крок #1\\\\\\\\\\\\\\\\nХурму чистимо від шкірки та нарізаємо на невеликі кубики.', 'Крок #2\\\\\\\\\\\\\\\\nЗмішуємо сир з цукровою пудрою, ванільним цукром та яйцем в однорідну масу. Додаємо манну крупу, розпушувач і хурму. Ретельно перемішуємо та відправляємо у холодильник на 30 хв.', 'Крок #3\\\\\\\\\\\\\\\\nВологими руками формуємо сирники та обвалюємо їх у борошні. Смажимо на розігрітій пательні з олією з обох боків до золотистого кольору.', 'Крок #4\\\\\\\\\\\\\\\\nПодаємо з апельсиновим джемом або сметаною.']",https://harchi.info/recipe/syrnyky-z-hurmoyu-2833,"['хурма', 'сир домашній', 'яйце куряче', 'манна крупа', 'борошно', 'цукрова пудра', 'ванільний цукор', 'розпушувач тіста', '5ч. л.', 'сіль', 'олія рослинна']"
Канапки з хурмою та хамоном,Закуска/Снек,Сніданок,"['хліб: 3шт.', 'хурма: 1шт.', 'хамон: 3шт.', 'рукола: 20гр.', ""м'який сир: 40гр.""]","['Крок #1\\\\\\\\\\\\\\\\nХліб підсушуємо у тостері або на пательні без олії.', 'Крок #2\\\\\\\\\\\\\\\\nХурму миємо та нарізаємо тонкими колами.', 'Крок #3\\\\\\\\\\\\\\\\nНамазуємо хліб сиром (крем-сир, камамбер або фета), зверху викладаємо хамон або прошутто, потім - хурму. Прикрашаємо листочками руколи.']",https://harchi.info/recipe/kanapky-z-hurmoyu-ta-hamonom-2832,"['хліб', 'хурма', 'хамон', 'рукола', 'мякий сир']"
Яблучний пиріг навпаки,Десерт,В будь-який час,"['яблуко: 400гр.', 'цукор: 65гр.', 'масло вершкове: 40гр.', 'волоський горіх: 20гр.', 'кедрові горіхи: 10гр.', 'родзинки: 60гр.', 'ваніль: 2гр.', 'кориця: 2гр.', 'цедра лимона: 20гр.', 'ром: 30мл.', 'чорний перець: 1гр.', 'сік лимонний: 10мл.', 'печиво пісочне: 40гр.', 'морозиво ванільне: 40гр.']","['Крок #1\\\\\\\\\\\\\\\\nЦукор карамелізуйте на пательні до бурштинового кольору.', 'Крок #2\\\\\\\\\\\\\\\\nЧищені та нарізані на кубики яблука викладіть на цукор, тушкуйте до появи соку та м’якої текстури.', 'Крок #3\\\\\\\\\\\\\\\\nДодайте інші інгредієнти, періодично помішуючи, пасеруйте до випаровування зайвої рідини. Охолодіть.', 'Крок #4\\\\\\\\\\\\\\\\nПідігріті яблука у карамелі викладіть на тарілки. Зверху покладіть пісочне печиво. Подавайте з кулькою ванільного морозива.', 'Крок #5\\\\\\\\\\\\\\\\nРадимо розбити печиво ложкою і все ретельно перемішати у тарілці разом з морозивом.']",https://harchi.info/recipe/yabluchnyy-pyrig-navpaky-2822,"['яблуко', 'цукор', 'масло вершкове', 'волоський горіх', 'кедрові горіхи', 'родзинки', 'ваніль', 'кориця', 'цедра лимона', 'ром', 'чорний перець', 'сік лимонний', 'печиво пісочне', 'морозиво ванільне']"
Листковий яблучний пиріг,Випічка,В будь-який час,"['яблуко: 1,5кг.', 'маргарин: 80гр.', 'цукор: 180гр.', 'тісто листкове: 235гр.']","['Крок #1\\\\\\\\\\\\\\\\nЯблука помийте, почистіть від шкірки та насіння. Наріжте скибочками шириною по 3-4 см.', 'Крок #2\\\\\\\\\\\\\\\\nМаргарин розтопіть, охолодіть і додайте цукор.', 'Крок #3\\\\\\\\\\\\\\\\nТісто розкачайте розміром по формі для випікання (28 -30 см).', 'Крок #4\\\\\\\\\\\\\\\\nВикладіть у форму яблука по колу, полийте маргарином із цукром, викладіть другий шар яблук. Накрийте яблука тістом, вільні края загорніть всередину. Зробіть у тісті декілька проколів.', 'Крок #5\\\\\\\\\\\\\\\\nВипікайте при температурі 190 градусів протягом 34-40 хв. Готовий пиріг накрийте тарілкою і перегорніть, щоб поріг опинився на тарілці тістом донизу. Охолодіть.']",https://harchi.info/recipe/lystkovyy-yabluchnyy-pyrig-2821,"['яблуко', '5кг.', 'маргарин', 'цукор', 'тісто листкове']"
Яблучний королівський пиріг,Випічка,В будь-який час,"['борошно: 540гр.', 'цукор: 135гр.', 'масло вершкове: 55гр.', 'сіль: 7гр.', 'молоко: 150мл.', 'яйце куряче: 4шт.', 'дріжджі живі: 20гр.', 'вода: 110мл.', 'олія рослинна: 12гр.', 'сметана: 200гр.', 'ванілін: 2гр.', 'кориця: 3гр.', 'яблуко: 500гр.']","['Крок #1\\\\\\\\\\\\\\\\nДля тіста у теплому молоці розведіть дріжджі, додайте туди олію, воду, змішайте з борошном та сіллю, додайте 2 яйця і замісіть тісто.', 'Крок #2\\\\\\\\\\\\\\\\nПоставте тісто у тепле місце на години 3-4, поки воно не підніметься і не збільшиться вдвічі або втричі. Потім приберіть тісто у холодильник.', 'Крок #3\\\\\\\\\\\\\\\\nПиріг складається з трьох частин: нижня - тісто, середня - яблука, верх - заливка.', 'Крок #4\\\\\\\\\\\\\\\\nДля заливки потрібно взяти 200 г сметани, змішати з 2 яйцями, додати 50 г борошна і 2 г ваніліну.', 'Крок #5\\\\\\\\\\\\\\\\nЯблука наріжте на дрібні кубики. Обваляйте їх у 80 г цукру і 3 г кориці. Залишіть настоятися.', 'Крок #6\\\\\\\\\\\\\\\\nВізьміть 225 г тіста і викладіть його на дно форми, потім додайте яблука, залийте заливкою, зверху посипте масляною крихтою.', 'Крок #7\\\\\\\\\\\\\\\\nВипікайте при температурі 180 градусів протягом 40 хвилин. Дайте пирогу охолонути, потім подавайте до столу.']",https://harchi.info/recipe/yabluchnyy-korolivskyy-pyrig-2820,"['борошно', 'цукор', 'масло вершкове', 'сіль', 'молоко', 'яйце куряче', 'дріжджі живі', 'вода', 'олія рослинна', 'сметана', 'ванілін', 'кориця', 'яблуко']"
Суфле з медом,Десерт,В будь-який час,"['мед: 200гр.', 'молоко: 1скл.', 'яйце куряче: 10шт.', 'цукрова пудра: 40гр.', 'волоський горіх: 150гр.', 'борошно: 2ст. л.']","['Крок #1\\\\\\\\\\\\\\\\nБілки відділити від жовтків, жовтки змішати з медом. Горіхи посмажити на пательні, після чого подрібнити у блендері. Молоко підігріти, але не доводити до кипіння.', 'Крок #2\\\\\\\\\\\\\\\\nЖовтки змішати з горіхами та борошном, поступово влити у масу молоко. Отриману суміш поставити на плиту і варити, помішуючи, до загустіння.', 'Крок #3\\\\\\\\\\\\\\\\nБілки збити у піну і, не припиняючи збивати, додати у них горіхову суміш.', 'Крок #4\\\\\\\\\\\\\\\\nРозігріти духовку до 200 градусів і поставити випікатися суфлейну масу, розлиту у формочки, змазані олією. Випікати протягом 10 хвилин.', 'Крок #5\\\\\\\\\\\\\\\\nПеред подачею можна посипати десерт цукровою пудрою.']",https://harchi.info/recipe/sufle-z-medom-2801,"['мед', 'молоко', 'яйце куряче', 'цукрова пудра', 'волоський горіх', 'борошно']"
Медові пряники,Випічка,В будь-який час,"['цукор: 2ст. л.', 'яйце куряче: 1шт.', 'розпушувач тіста: 2ч. л.', 'борошно: 450гр.', 'масло вершкове: 30гр.', 'мед: 250гр.', 'суміш спецій: 15гр.']","['Крок #1\\\\\\\\\\\\\\\\nМед, цукор, прянощі за смаком і масло викласти у каструлю, яка стоїть на повільному вогні. Поки суміш нагрівається, яйце розбити у борошно та додати розпушувач.', 'Крок #2\\\\\\\\\\\\\\\\nМедову рідину поступово влити у борошно з яйцем, щоб замісити нелипке тісто. Накривши його плівкою, прибрати у холодильник на годину.', 'Крок #3\\\\\\\\\\\\\\\\nРозкачати тісто нетовстим пластом, ща допомогою формочок вирізати пряники, викласти на деко, застелене пергаментним папером.', 'Крок #4\\\\\\\\\\\\\\\\nВипікати пряники у розігрітій до 180 градусів духовці протягом 10-15 хвилин.']",https://harchi.info/recipe/medovi-pryanyky-2800,"['цукор', 'яйце куряче', 'розпушувач тіста', 'борошно', 'масло вершкове', 'мед', 'суміш спецій']"
"Батончики з медом, пластівцями та журавлиною",Десерт,В будь-який час,"['пластівці вівсяні: 150гр.', 'пластівці пшеничні: 50гр.', 'мед: 100гр.', 'шоколад гіркий: 250гр.', 'горіхи: 100гр.', 'насіння гарбузове: 50гр.', 'журавлина: 100гр.', 'курага: 50гр.', 'цукати: 50гр.']","['Крок #1\\\\\\\\\\\\\\\\nДля початку необхідно подрібнити горіхи та гарбузове насіння - можна у ступці, курагу та цукати подрібнити ножем.', 'Крок #2\\\\\\\\\\\\\\\\nЗмішати горіх, курагу, журавлину, пластівці та насіння. Додати отриману суміш у каструлю з дещо підігрітим медом, перемішати.', 'Крок #3\\\\\\\\\\\\\\\\nВикласти масу у форму для випічки, змазану олією, поставити у розігріту до 180 градусів духовку на 25 хвилин.', 'Крок #4\\\\\\\\\\\\\\\\nОхолодивши отриманий батончик, витягнути його з форми і полити топленим шоколадом. Страву прибрати у холодильник на одну годину і тільки після цього, розрізавши десерт на порції, подавати до столу.']",https://harchi.info/recipe/batonchyky-z-medom-plastivcyamy-ta-zhuravlynoyu-2799,"['пластівці вівсяні', 'пластівці пшеничні', 'мед', 'шоколад гіркий', 'горіхи', 'насіння гарбузове', 'журавлина', 'курага', 'цукати']"
Яблука з медом,Десерт,В будь-який час,"['яблуко: 4шт.', 'мед: 1скл.']","['Крок #1\\\\\\\\\\\\\\\\nНарізати скибочками або кубиками 4 яблука, скласти їх у казан або інший посуд, придатний для запікання.', 'Крок #2\\\\\\\\\\\\\\\\nПолити яблука склянкою меду.', 'Крок #3\\\\\\\\\\\\\\\\nВідправити у духовку на 10-15 хвилин при температурі 180 градусів.']",https://harchi.info/recipe/yabluka-z-medom-2798,"['яблуко', 'мед']"
Медовик,Десерт,В будь-який час,"['цукор: 1скл.', 'яйце куряче: 4шт.', 'сода: 2ч. л.', 'борошно: 3скл.', 'волоський горіх: 40шт.', 'мед: 1скл.', 'цукор: 0,75скл.', 'сметана: 400гр.']","['Крок #1\\\\\\\\\\\\\\\\nДля початку подрібнити ножем горіхи, потім збити до піни яйця, мед і цукор. Змішати отриману масу з горіхами, додати до неї соду і борошно. Накрити миску харчовою плівкою та залишити її у теплому приміщенні на 3-4 години.', 'Крок #2\\\\\\\\\\\\\\\\nГотове тісто розділити на 3 рівні частини і з кожної сформувати корж.', 'Крок #3\\\\\\\\\\\\\\\\nКоржі випікати у духовці при температурі 200 градусів протягом 7 хвилин.', 'Крок #4\\\\\\\\\\\\\\\\nФінальний етап: приготувати крем, змішавши цукор зі сметаною, і змазати ним коржі.', 'Крок #5\\\\\\\\\\\\\\\\nПоставити десерт у холодильник на декілька годин, щоб коржі як слід просочилися кремом.']",https://harchi.info/recipe/medovyk-2797,"['цукор', 'яйце куряче', 'сода', 'борошно', 'волоський горіх', 'мед', 'цукор', '75скл.', 'сметана']"
Смузі з медом та вівсянкою,Десерт,В будь-який час,"['персик: 1шт.', 'пластівці вівсяні: 1скл.', 'мед: 2ст. л.', 'молоко: 2скл.']","['Крок #1\\\\\\\\\\\\\\\\nПомити персик, витягнути кісточку та нарізати м’якоть на дрібні шматочки.', 'Крок #2\\\\\\\\\\\\\\\\nПокласти персик у блендер, додати пластівці, молоко, мед і подрібнити.', 'Крок #3\\\\\\\\\\\\\\\\nТі, хто не любить персики, можуть поекспериментувати з бананами, абрикосами, або будь-якими іншими солодкими фруктами.']",https://harchi.info/recipe/smuzi-z-medom-ta-vivsyankoyu-2796,"['персик', 'пластівці вівсяні', 'мед', 'молоко']"
Кантуччі,Десерт,В будь-який час,"['яйце куряче: 4шт.', 'мед: 150гр.', 'борошно: 1,5скл.', 'ваніль: 4гр.', 'сіль: 2гр.', 'розпушувач тіста: 1ч. л.', 'мигдаль: 70гр.']","['Крок #1\\\\\\\\\\\\\\\\nДля початку змішати мед з борошном, після чого додати у масу сіль і розпушувач. Усе це ретельно перемішати та зробити невелику виїмку у центрі миски. У неї влити яйця з ваніллю. Після цього ще раз ретельно перемішати масу руками і додати мигдаль.', 'Крок #2\\\\\\\\\\\\\\\\nОтримане тісто викласти на деко з пергаментним папером, змазаним вершковим маслом. Із тіста потрібно скласти невеликі ковбаски.', 'Крок #3\\\\\\\\\\\\\\\\nПоставити деко з печивом у розігріту до 180 градусів духовку на 15 хвилин. Витягти запечені ковбаски і нарізати на невеликі шматочки по діагоналі, після чого ще раз поставити у духовку на 10 хвилин.', 'Крок #4\\\\\\\\\\\\\\\\nКоли печиво охолоне, його можна подавати до столу.']",https://harchi.info/recipe/kantuchchi-2795,"['яйце куряче', 'мед', 'борошно', '5скл.', 'ваніль', 'сіль', 'розпушувач тіста', 'мигдаль']"
Морквяний пиріг,Випічка,Закуска/Снек/Перекус,"['морква: 6шт.', 'яйце куряче: 3шт.', 'банан: 2шт.', 'фінік: 15шт.', 'олія рослинна: 6ст. л.', 'борошно вівсяне: 1скл.', 'порошок пекарський: 1,5гр.', 'кориця: 3ч. л.', 'мускатний горіх: 0,5ч. л.', 'кардамон мелений: 0,5ч. л.', 'кокосова стружка: 0,5скл.', 'волоський горіх: 0,5гр.', 'родзинки: 0,5скл.', 'сир вершковий: 200гр.', 'мед: 3ст. л.', 'лайм: 1/2шт.', 'горіхи: 40гр.', 'сухофрукти: 40гр.']","['Крок #1\\\\\\\\\\\\\\\\nДуховку розігріти до 180 градусів.', 'Крок #2\\\\\\\\\\\\\\\\nЯйця розбити у миску. Додати чищені банани, фініки, олію та збити блендером до однорідної консистенції. Додати борошно, розпушувач, усі прянощі. Трохи посолити і змішати з бананово-яєчною сумішшю. Додати чищену та натерту моркву, кокосову стружку, подрібнені горіхи та родзинки, ретельно вимісити тісто.', 'Крок #3\\\\\\\\\\\\\\\\nВикласти тісто у форму для запікання - скляну або силіконову, при необхідності застеливши її пекарським папером. Випікати протягом 40 хвилин. Проткнути дерев’яною паличкою центр пирога - тісто не повинно прилипати. Якщо морква була молода і соковита, пиріг буде вологим. Важливо дати йому повністю охолонути.', 'Крок #4\\\\\\\\\\\\\\\\nВершковий сир змішати з соком лайму та медом (якщо любите більш солодке) і змазати топінгом охолоджений пиріг. Горіхи та сухофрукти подрібнити ножем і посипати ними пиріг.']",https://harchi.info/recipe/morkvyanyy-pyrig-2794,"['морква', 'яйце куряче', 'банан', 'фінік', 'олія рослинна', 'борошно вівсяне', 'порошок пекарський', '5гр.', 'кориця', 'мускатний горіх', '5ч. л.', 'кардамон мелений', '5ч. л.', 'кокосова стружка', '5скл.', 'волоський горіх', '5гр.', 'родзинки', '5скл.', 'сир вершковий', 'мед', 'лайм', 'горіхи', 'сухофрукти']"
Печена морква з часниковим маслом,Гарнір,Вечеря,"['морква: 500гр.', 'сіль: 4гр.', 'чорний перець: 4гр.', 'масло вершкове: 4ст. л.', 'часник: 20гр.']","['Крок #1\\\\\\\\\\\\\\\\nМоркву миємо, чистимо. Якщо вона велика - ріжемо на середні шматочки. Натираємо сіллю та перцем, відкладаємо у бік.', 'Крок #2\\\\\\\\\\\\\\\\nУ глибокій каструлі топимо вершкове масло. Коли воно розтане, чавимо туди часник і варимо все це 3 хв на найменшому вогні. Періодично перемішуємо та стежимо, щоб часник не згорів.', 'Крок #3\\\\\\\\\\\\\\\\nЧерез 3 хвилини додаємо у каструлю моркву і ретельно все перемішуємо: масло повинно огорнути всю моркву.', 'Крок #4\\\\\\\\\\\\\\\\nПерекладаємо овочі на застелене пергаментом деко і ставимо у розігріту до 180 градусів духовку. Запікаємо близько 30 хв. Раз на 10 хв перегортаємо, щоб морква рівномірно пропеклася з усіх боків.']",https://harchi.info/recipe/pechena-morkva-z-chasnykovym-maslom-2793,"['морква', 'сіль', 'чорний перець', 'масло вершкове', 'часник']"
Морквяний крем-суп,Суп,Обід,"['морква: 700гр.', 'фенхель: 70гр.', 'цибуля: 1шт.', 'часник: 20гр.', 'бульйон овочевий: 500мл.', 'вершки рідкі: 200мл.', 'олія рослинна: 40мл.', 'сіль: 4гр.']","['Крок #1\\\\\\\\\\\\\\\\nМоркву чистимо і нарізаємо на великі шматки. Кладемо у каструлю, додаємо трохи води - так, щоб покрила моркву. Варимо на середньому вогні до м’якості.', 'Крок #2\\\\\\\\\\\\\\\\nЦибулю та фенхель чистимо і нарізаємо на 4 частини. Разом з цілими зубчиками часнику смажимо їх у невеликій кількості олії.', 'Крок #3\\\\\\\\\\\\\\\\nДодаємо вміст пательні у каструлю до провареної моркви та перетворюємо суп у пюре за допомогою блендера. Додаємо бульйон і перемішуємо.', 'Крок #4\\\\\\\\\\\\\\\\nВливаємо у каструлю з супом вершки, розмішуємо та доводимо до кипіння на середньому вогні.']",https://harchi.info/recipe/morkvyanyy-krem-sup-2792,"['морква', 'фенхель', 'цибуля', 'часник', 'бульйон овочевий', 'вершки рідкі', 'олія рослинна', 'сіль']"
Морквяні оладки,Закуска/Снек,Сніданок,"['морква: 500гр.', 'борошно: 0,5скл.', 'яйце куряче: 2шт.', 'кефір: 1скл.', 'сіль: 4гр.', 'цукор: 1ст. л.', 'олія рослинна: 5ст. л.']","['Крок #1\\\\\\\\\\\\\\\\nМоркву чистимо, натираємо на крупну тертку, змішуємо з яйцями, цукром і сіллю.', 'Крок #2\\\\\\\\\\\\\\\\nДодаємо в отриману масу борошно, кефір і замішуємо густе тісто.', 'Крок #3\\\\\\\\\\\\\\\\nУ пательні розігріваємо олію і ложкою викладаємо оладки. Смажимо з обох боків до золотистого кольору.']",https://harchi.info/recipe/morkvyani-oladky-2791,"['морква', 'борошно', '5скл.', 'яйце куряче', 'кефір', 'сіль', 'цукор', 'олія рослинна']"
"Салат з буряка, тархуну та грецьких горіхів",Салат,В будь-який час,"['молодий буряк з листям: 600гр.', 'мандарин: 4шт.', 'тархун: 15гр.', 'волоський горіх: 40гр.', 'винний оцет: 1ч. л.']","['Крок #1\\\\\\\\\\\\\\\\nРозріжте крупніший буряк навпіл, дрібний залишіть цілим. Відваріть у киплячій підсоленій воді протягом 15-20 хв, до м’якості (листя відкладіть).', 'Крок #2\\\\\\\\\\\\\\\\nТим часом вичавіть у миску сік 1 мандарину, змішайте його з 1 ст.л. оливкової олії, влийте трохи винного оцту.', 'Крок #3\\\\\\\\\\\\\\\\nПочистіть інші мандарини, наріжте тонкими скибочками і викладіть у тарілки.', 'Крок #4\\\\\\\\\\\\\\\\nЗлийте воду з каструлі із буряком, охолодіть його під струменем холодної води, зніміть шкірку.', 'Крок #5\\\\\\\\\\\\\\\\nНаріжте на скибочки декілька буряків, перемішайте весь буряк з мандариновою заправкою. Приправте за смаком сіллю та чорним перцем, додайте тархун і листя буряка.', 'Крок #6\\\\\\\\\\\\\\\\nВикладіть у тарілки, посипте грецькими горіхами та полийте оливковою олією.']",https://harchi.info/recipe/salat-z-buryaka-tarhunu-ta-greckyh-gorihiv-2816,"['молодий буряк з листям', 'мандарин', 'тархун', 'волоський горіх', 'винний оцет']"
Картопляний суп з цибулею-порей,Суп,В будь-який час,"['морква: 2шт.', 'селера стеблі: 2шт.', 'цибуля: 2шт.', 'цибуля порей: 400гр.', 'часник: 10гр.', 'картопля: 400гр.', 'олія оливкова: 10мл.', 'сіль: 4гр.', 'чорний перець: 4гр.']","['Крок #1\\\\\\\\\\\\\\\\nПочистіть і крупно наріжте моркву та цибулю. Наріжте селеру. Відріжте кінчики у цибулі порею, наріжте їх вздовж, промийте під проточною водою і наріжте на скибочки довжиною 1 см. Почистіть та наріжте часник.', 'Крок #2\\\\\\\\\\\\\\\\nПоставте велику каструлю на сильний вогонь і додайте 2 ст.л. оливкової олії. Покладіть усі нарізані овочі та перемішайте дерев’яною ложкою. Пасеруйте близько 10 хвилин під не повністю закритою кришкою, поки морква не пом’якшиться, і цибуля не стане злегка золотистою.', 'Крок #3\\\\\\\\\\\\\\\\nПочистіть картоплю і наріжте на кубики довжиною 1 см, потім додайте її у суп та доведіть до кипіння.', 'Крок #4\\\\\\\\\\\\\\\\nЗменшіть вогонь і варіть ще 10 хвилин під кришкою. Зніміть каструлю з вогню. Приправте сіллю та перцем.']",https://harchi.info/recipe/kartoplyanyy-sup-z-cybuleyu-porey-2815,"['морква', 'селера стеблі', 'цибуля', 'цибуля порей', 'часник', 'картопля', 'олія оливкова', 'сіль', 'чорний перець']"
Теплий салат з крихтами хліба,Салат,В будь-який час,"['хліб сірий бездріжджовий: 100гр.', 'салат латук: 50гр.', 'червоний цикорій: 50гр.', 'огірок: 1шт.', 'помідор: 1шт.', 'фенхель цибулина: 1/2шт.', 'яблуко: 1шт.', 'морква: 1шт.', ""м'ята: 50гр."", 'винний оцет: 1ст. л.', 'гірчиця діжонська: 1/2ч. л.', 'олія оливкова: 2ст. л.']","['Крок #1\\\\\\\\\\\\\\\\nЗапечіть шматочки хліба у духовці при температурі 180 градусів з невеликою кількістю оливкової олії. Потім помістіть хрусткі шматочки у банку та струшуйте, поки хліб не розкришиться.', 'Крок #2\\\\\\\\\\\\\\\\nНаріжте листя салатів, м’яту, яблуко, помідор та огірок у миску, а потім натріть моркву.', 'Крок #3\\\\\\\\\\\\\\\\nПолийте вмістиме соусом з винного оцту, гірчиці та оливкової олії, а потім посипте зверху сіллю, перцем та хлібними крихтами.']",https://harchi.info/recipe/teplyy-salat-z-kryhtamy-hliba-2814,"['хліб сірий бездріжджовий', 'салат латук', 'червоний цикорій', 'огірок', 'помідор', 'фенхель цибулина', 'яблуко', 'морква', 'мята', 'винний оцет', 'гірчиця діжонська', 'олія оливкова']"
